
0	0.0
3600	0.0
7200	0.0
10800	0.0
14400	0.0
18000	0.0
21600	0.0
25200	0.0
28800	0.0
32400	0.0
36000	0.0
39600	0.0
43200	0
46800	0
50400	0
54000	0
57600	0
61200	0
64800	0
68400	0
72000	0
75600	1
79200	0.03904199630350669
82800	0.0
86400	0.0
90000	0.0
93600	0.0
97200	0.0
100800	0.0
104400	0.0
108000	0.0
111600	0.0
115200	0.0
118800	0.0
122400	0.0
126000	0.0
129600	0
133200	0
136800	0
140400	0
144000	0
147600	0
151200	0
154800	0
158400	0
162000	1
165600	0.09496211853735492
169200	0.09221659253743199
172800	0.0
176400	0.0
180000	0.0
183600	0.0
187200	0.0
190800	0.0
194400	0.0
198000	0.0
201600	0.0
205200	0.0
208800	0.0
212400	0.0
216000	0
219600	0
223200	0
226800	0
230400	0
234000	0
237600	0
241200	0
244800	0
248400	1
252000	0.17749896275058702
255600	0.1750907883058512
259200	0.16924442277888074
262800	0.0
266400	0.0
270000	0.0
273600	0.0
277200	0.0
280800	0.0
284400	0.0
288000	0.0
291600	0.0
295200	0.0
298800	0.0
302400	0
306000	0
309600	0
313200	0
316800	0
320400	0
324000	0
327600	0
331200	0
334800	1
338400	0.282838393552785
342000	0.2819528515093596
345600	0.2772525384386441
349200	0.26754666040108793
352800	0.251829971535255
356400	0.0
360000	0.0
363600	0.0
367200	0.0
370800	0.0
374400	0.0
378000	0.0
381600	0.0
385200	0.0
388800	0
392400	0
396000	0
399600	0
403200	0
406800	0
410400	0
414000	0
417600	0
421200	1
424800	0.40430003787770824
428400	0.40566652162652655
432000	0.4032693046514389
435600	0.39589195761523177
439200	0.38200738564849235
442800	0.3601900920152883
446400	0.0
450000	0.0
453600	0.0
457200	0.0
460800	0.0
464400	0.0
468000	0.0
471600	0.0
475200	0
478800	0
482400	0
486000	0
489600	0
493200	0
496800	0
500400	0
504000	0
507600	1
511200	0.5335330821025023
514800	0.5373843170418391
518400	0.5377346068757141
522000	0.533603131001231
525600	0.5234865580088185
529200	0.5056288200004893
532800	0.478423728733673
536400	0.0
540000	0.0
543600	0.0
547200	0.0
550800	0.0
554400	0.0
558000	0.0
561600	0
